Timestamp,Source_IP,Source_Port,Destination_IP,Destination_Port,Protocol,Packet_Length,Flags,IP_Header_Len,TCP_Header_Len,ARP_Opcode,Eth_Dst,ARP_Src_MAC,ARP_Src_IP
1765562068.002095,172.20.10.2,33536,185.125.190.96,80,6,66,FA,20,32,0,c2:a6:00:75:6d:64,,
1765562068.047697,172.20.10.4,51392,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562068.088477,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562068.095394,172.20.10.4,51392,172.20.10.3,1883,6,159,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562068.135682,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562068.152521,172.20.10.4,51392,172.20.10.3,1883,6,142,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562068.192453,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562068.246074,172.20.10.2,51098,10.0.2.15,6642,6,74,S,20,40,0,c2:a6:00:75:6d:64,,
1765562068.254946,172.20.10.4,51392,172.20.10.3,1883,6,88,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562068.283561,185.125.190.96,80,172.20.10.2,33536,6,66,A,20,32,0,b4:8c:9d:91:4d:fb,,
1765562068.295757,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562068.547472,172.20.10.2,47625,172.20.10.1,53,17,95,,20,0,0,c2:a6:00:75:6d:64,,
1765562068.5833,172.20.10.1,53,172.20.10.2,47625,17,95,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562068.627196,172.20.10.2,54869,172.20.10.1,53,17,143,,20,0,0,c2:a6:00:75:6d:64,,
1765562068.733558,172.20.10.1,53,172.20.10.2,54869,17,184,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562068.755109,172.20.10.2,47104,172.20.10.1,53,17,143,,20,0,0,c2:a6:00:75:6d:64,,
1765562068.763479,172.20.10.1,53,172.20.10.2,47104,17,184,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562068.950921,172.20.10.4,51440,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562068.951159,172.20.10.3,1883,172.20.10.4,51440,6,54,FA,20,20,0,40:f5:20:69:f5:24,,
1765562068.955161,172.20.10.4,51440,172.20.10.3,1883,6,62,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562068.955332,172.20.10.3,1883,172.20.10.4,51440,6,54,RA,20,20,0,40:f5:20:69:f5:24,,
1765562068.98604,172.20.10.4,51441,172.20.10.3,1883,6,62,S,20,28,0,b4:8c:9d:91:4d:fb,,
1765562068.986155,172.20.10.3,1883,172.20.10.4,51441,6,62,SA,20,28,0,40:f5:20:69:f5:24,,
1765562068.991009,172.20.10.4,51441,172.20.10.3,1883,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562069.224449,172.20.10.2,5353,224.0.0.251,5353,17,87,,20,0,0,01:00:5e:00:00:fb,,
1765562070.212587,172.20.10.2,5353,224.0.0.251,5353,17,87,,20,0,0,01:00:5e:00:00:fb,,
1765562070.415131,172.20.10.4,51437,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562070.455462,172.20.10.3,1883,172.20.10.4,51437,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562070.49447,172.20.10.4,51437,172.20.10.3,1883,6,156,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562070.534592,172.20.10.3,1883,172.20.10.4,51437,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562070.573144,172.20.10.4,51437,172.20.10.3,1883,6,193,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562070.614721,172.20.10.3,1883,172.20.10.4,51437,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562070.948177,162.159.130.234,443,172.20.10.3,13008,6,137,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562070.989756,172.20.10.3,13008,162.159.130.234,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562071.000152,192.168.56.1,14479,125.235.36.154,80,6,66,S,20,32,0,c2:a6:00:75:6d:64,,
1765562071.062584,172.20.10.4,51392,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.102306,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562071.10893,172.20.10.4,51392,172.20.10.3,1883,6,182,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.149332,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562071.153618,172.20.10.4,51392,172.20.10.3,1883,6,144,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.194056,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562071.198537,172.20.10.4,51392,172.20.10.3,1883,6,63,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.23981,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562071.275291,172.20.10.3,13008,162.159.130.234,443,6,175,PA,20,20,0,c2:a6:00:75:6d:64,,
1765562071.382478,162.159.130.234,443,172.20.10.3,13008,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.400179,162.159.130.234,443,172.20.10.3,13008,6,137,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.440797,172.20.10.3,13008,162.159.130.234,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562071.668271,162.159.130.234,443,172.20.10.3,13008,6,93,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.708787,172.20.10.3,13008,162.159.130.234,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562071.767274,162.159.130.234,443,172.20.10.3,13008,6,165,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.807658,172.20.10.3,13008,162.159.130.234,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562071.951626,172.20.10.4,51441,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.951894,172.20.10.3,1883,172.20.10.4,51441,6,54,FA,20,20,0,40:f5:20:69:f5:24,,
1765562071.975476,172.20.10.4,51441,172.20.10.3,1883,6,70,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562071.975664,172.20.10.3,1883,172.20.10.4,51441,6,54,RA,20,20,0,40:f5:20:69:f5:24,,
1765562072.028914,172.20.10.4,51442,172.20.10.3,1883,6,62,S,20,28,0,b4:8c:9d:91:4d:fb,,
1765562072.02919,172.20.10.3,1883,172.20.10.4,51442,6,62,SA,20,28,0,40:f5:20:69:f5:24,,
1765562072.038604,172.20.10.4,51442,172.20.10.3,1883,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562072.141799,172.20.10.4,51392,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562072.181701,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562077.47358,142.250.197.110,443,172.20.10.3,52107,17,68,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562077.47358,142.250.197.110,443,172.20.10.3,52107,17,867,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562077.47358,142.250.197.110,443,172.20.10.3,52107,17,155,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562077.48808,172.20.10.3,52107,142.250.197.110,443,17,75,,20,0,0,c2:a6:00:75:6d:64,,
1765562077.498768,172.20.10.3,11867,103.216.119.231,443,6,66,S,20,32,0,c2:a6:00:75:6d:64,,
1765562077.756877,103.216.119.231,443,172.20.10.3,11867,6,66,SA,20,32,0,b4:8c:9d:91:4d:fb,,
1765562077.756877,142.250.197.110,443,172.20.10.3,52107,17,69,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562077.757119,172.20.10.3,11867,103.216.119.231,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562077.770612,172.20.10.3,11867,103.216.119.231,443,6,1454,A,20,20,0,c2:a6:00:75:6d:64,,
1765562077.770612,172.20.10.3,11867,103.216.119.231,443,6,224,PA,20,20,0,c2:a6:00:75:6d:64,,
1765562077.787169,172.20.10.4,51392,172.20.10.3,1883,6,281,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562077.834801,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562078.050074,172.20.10.4,51443,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.050313,172.20.10.3,1883,172.20.10.4,51443,6,54,FA,20,20,0,40:f5:20:69:f5:24,,
1765562078.06127,172.20.10.3,9589,142.250.197.131,443,6,66,S,20,32,0,c2:a6:00:75:6d:64,,
1765562078.080709,172.20.10.4,51443,172.20.10.3,1883,6,276,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.080828,172.20.10.3,1883,172.20.10.4,51443,6,54,RA,20,20,0,40:f5:20:69:f5:24,,
1765562078.288595,172.20.10.3,11867,103.216.119.231,443,6,1454,PA,20,20,0,c2:a6:00:75:6d:64,,
1765562078.336272,172.20.10.3,11944,142.250.197.131,443,6,66,S,20,32,0,c2:a6:00:75:6d:64,,
1765562078.351753,172.20.10.4,51444,172.20.10.3,1883,6,62,S,20,28,0,b4:8c:9d:91:4d:fb,,
1765562078.351753,103.216.119.231,443,172.20.10.3,11867,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.351753,103.216.119.231,443,172.20.10.3,11867,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.351753,103.216.119.231,443,172.20.10.3,11867,6,1454,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.351753,103.216.119.231,443,172.20.10.3,11867,6,1454,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.351753,103.216.119.231,443,172.20.10.3,11867,6,398,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.351753,142.250.197.131,443,172.20.10.3,9589,6,66,SA,20,32,0,b4:8c:9d:91:4d:fb,,
1765562078.351949,172.20.10.3,1883,172.20.10.4,51444,6,62,SA,20,28,0,40:f5:20:69:f5:24,,
1765562078.352089,172.20.10.3,11867,103.216.119.231,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562078.352111,172.20.10.3,9589,142.250.197.131,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562078.352741,172.20.10.3,9589,142.250.197.131,443,6,1454,A,20,20,0,c2:a6:00:75:6d:64,,
1765562078.352741,172.20.10.3,9589,142.250.197.131,443,6,934,PA,20,20,0,c2:a6:00:75:6d:64,,
1765562078.355364,172.20.10.3,11867,103.216.119.231,443,6,134,PA,20,20,0,c2:a6:00:75:6d:64,,
1765562078.356526,172.20.10.3,11867,103.216.119.231,443,6,574,PA,20,20,0,c2:a6:00:75:6d:64,,
1765562078.651132,103.216.119.231,443,172.20.10.3,11867,6,66,A,20,32,0,b4:8c:9d:91:4d:fb,,
1765562078.651132,103.216.119.231,443,172.20.10.3,11867,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.651132,103.216.119.231,443,172.20.10.3,11867,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.651132,103.216.119.231,443,172.20.10.3,11867,6,341,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.651132,103.216.119.231,443,172.20.10.3,11867,6,341,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.651759,172.20.10.3,11867,103.216.119.231,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562078.652138,103.216.119.231,443,172.20.10.3,11867,6,376,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.652138,142.250.197.131,443,172.20.10.3,11944,6,66,SA,20,32,0,b4:8c:9d:91:4d:fb,,
1765562078.652138,142.250.197.131,443,172.20.10.3,9589,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.652138,142.250.197.131,443,172.20.10.3,9589,6,1454,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.652138,142.250.197.131,443,172.20.10.3,9589,6,1454,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.652138,142.250.197.131,443,172.20.10.3,9589,6,1344,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.652424,172.20.10.3,11944,142.250.197.131,443,6,54,R,20,20,0,c2:a6:00:75:6d:64,,
1765562078.652654,172.20.10.3,9589,142.250.197.131,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562078.657579,172.20.10.3,11867,103.216.119.231,443,6,54,FA,20,20,0,c2:a6:00:75:6d:64,,
1765562078.657827,172.20.10.3,9589,142.250.197.131,443,6,128,PA,20,20,0,c2:a6:00:75:6d:64,,
1765562078.698818,172.20.10.4,51444,172.20.10.3,1883,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.698818,172.20.10.4,51437,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562078.705895,142.250.197.131,443,172.20.10.3,11944,6,66,SA,20,32,0,b4:8c:9d:91:4d:fb,,
1765562078.705947,172.20.10.3,11944,142.250.197.131,443,6,54,R,20,20,0,c2:a6:00:75:6d:64,,
1765562078.741606,172.20.10.3,1883,172.20.10.4,51437,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562078.836959,172.20.10.3,5353,224.0.0.251,5353,17,699,,20,0,0,01:00:5e:00:00:fb,,
1765562079.008354,192.168.56.1,14479,125.235.36.154,80,6,66,S,20,32,0,c2:a6:00:75:6d:64,,
1765562079.028637,142.250.197.131,443,172.20.10.3,9589,6,1344,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562079.028637,103.216.119.231,443,172.20.10.3,11867,6,54,FA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562079.028637,142.250.197.131,443,172.20.10.3,9589,6,1018,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562079.028712,172.20.10.3,9589,142.250.197.131,443,6,66,A,20,32,0,c2:a6:00:75:6d:64,,
1765562079.028769,172.20.10.3,11867,103.216.119.231,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562079.038006,172.20.10.4,51437,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562079.038655,172.20.10.3,1883,172.20.10.4,51437,6,56,PA,20,20,0,40:f5:20:69:f5:24,,
1765562079.070126,172.20.10.3,9589,142.250.197.131,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562079.073613,172.20.10.4,51437,172.20.10.3,1883,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562079.443217,172.20.10.4,51437,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562079.488853,172.20.10.3,1883,172.20.10.4,51437,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562079.588651,172.20.10.3,52107,142.250.197.110,443,17,850,,20,0,0,c2:a6:00:75:6d:64,,
1765562079.5976,172.20.10.3,64103,20.201.215.0,3544,17,103,,20,0,0,c2:a6:00:75:6d:64,,
1765562079.62384,172.20.10.4,51437,172.20.10.3,1883,6,295,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562079.648581,142.250.197.110,443,172.20.10.3,52107,17,67,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562079.673911,172.20.10.3,1883,172.20.10.4,51437,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562079.675644,142.250.197.110,443,172.20.10.3,52107,17,866,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562079.675644,142.250.197.110,443,172.20.10.3,52107,17,127,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562079.689282,172.20.10.3,52107,142.250.197.110,443,17,75,,20,0,0,c2:a6:00:75:6d:64,,
1765562079.752328,20.201.215.0,3544,172.20.10.3,64103,17,151,,20,0,0,b4:8c:9d:91:4d:fb,,
1765562079.986001,162.159.130.234,443,172.20.10.3,13008,6,121,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562080.034411,172.20.10.3,13008,162.159.130.234,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562080.046928,172.20.10.4,51392,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562080.097098,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562080.111406,162.159.130.234,443,172.20.10.3,13008,6,979,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562080.12082,172.20.10.4,51392,172.20.10.3,1883,6,195,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562080.158282,172.20.10.3,13008,162.159.130.234,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562080.173812,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562080.240355,172.20.10.4,51392,172.20.10.3,1883,6,139,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562080.28297,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562080.338497,162.159.130.234,443,172.20.10.3,13008,6,124,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562080.392918,172.20.10.3,13008,162.159.130.234,443,6,54,A,20,20,0,c2:a6:00:75:6d:64,,
1765562080.960455,172.20.10.4,51444,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562080.960961,172.20.10.3,1883,172.20.10.4,51444,6,54,FA,20,20,0,40:f5:20:69:f5:24,,
1765562080.968142,172.20.10.4,51444,172.20.10.3,1883,6,61,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562080.968259,172.20.10.3,1883,172.20.10.4,51444,6,54,RA,20,20,0,40:f5:20:69:f5:24,,
1765562080.995697,172.20.10.4,51445,172.20.10.3,1883,6,62,S,20,28,0,b4:8c:9d:91:4d:fb,,
1765562080.995998,172.20.10.3,1883,172.20.10.4,51445,6,62,SA,20,28,0,40:f5:20:69:f5:24,,
1765562081.000721,172.20.10.4,51445,172.20.10.3,1883,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562081.588871,34.130.135.16,443,172.20.10.3,14459,6,93,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562081.589119,172.20.10.3,14459,34.130.135.16,443,6,54,FA,20,20,0,c2:a6:00:75:6d:64,,
1765562081.841071,34.130.135.16,443,172.20.10.3,14459,6,78,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562081.841071,34.130.135.16,443,172.20.10.3,14459,6,54,FA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562081.841214,172.20.10.3,14459,34.130.135.16,443,6,54,RA,20,20,0,c2:a6:00:75:6d:64,,
1765562081.841269,172.20.10.3,14459,34.130.135.16,443,6,54,R,20,20,0,c2:a6:00:75:6d:64,,
1765562082.334938,172.20.10.4,51445,172.20.10.3,1883,6,54,FA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562082.334938,172.20.10.4,51446,172.20.10.3,1883,6,62,S,20,28,0,b4:8c:9d:91:4d:fb,,
1765562082.335089,172.20.10.3,1883,172.20.10.4,51445,6,54,FA,20,20,0,40:f5:20:69:f5:24,,
1765562082.335092,172.20.10.3,1883,172.20.10.4,51446,6,62,SA,20,28,0,40:f5:20:69:f5:24,,
1765562082.342485,172.20.10.4,51446,172.20.10.3,1883,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562082.342485,172.20.10.4,51445,172.20.10.3,1883,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
1765562082.345889,172.20.10.4,51446,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562082.388751,172.20.10.3,1883,172.20.10.4,51446,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562082.424017,172.20.10.4,51437,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562082.466669,172.20.10.3,1883,172.20.10.4,51437,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562087.117859,172.20.10.3,60731,239.255.255.250,1900,17,212,,20,0,0,01:00:5e:7f:ff:fa,,
1765562087.293839,172.20.10.4,51392,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562087.299311,172.20.10.4,51446,172.20.10.3,1883,6,296,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562087.333645,172.20.10.3,1883,172.20.10.4,51392,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562087.338548,172.20.10.4,51392,172.20.10.3,1883,6,55,PA,20,20,0,b4:8c:9d:91:4d:fb,,
1765562087.33871,172.20.10.3,1883,172.20.10.4,51392,6,56,PA,20,20,0,40:f5:20:69:f5:24,,
1765562087.348318,172.20.10.3,1883,172.20.10.4,51446,6,54,A,20,20,0,40:f5:20:69:f5:24,,
1765562087.570911,172.20.10.4,51392,172.20.10.3,1883,6,54,A,20,20,0,b4:8c:9d:91:4d:fb,,
